filename,probability
J01_2018.06.20 15_32_19.jpg,0.004343
J01_2018.06.16 09_44_38.jpg,0.999998
J01_2018.06.19 13_57_24.jpg,1e-06
J01_2018.06.26 14_37_45.jpg,1e-06
J01_2018.06.26 14_05_49.jpg,1e-06
J01_2018.06.16 10_13_29.jpg,1e-06
J01_2018.06.25 14_47_09.jpg,0.999999
J01_2018.06.25 08_49_37.jpg,1e-06
J01_2018.06.19 15_01_58.jpg,0.007272
J01_2018.06.27 10_01_31.jpg,1e-06
J01_2018.06.16 10_33_58.jpg,0.999815
J01_2018.06.28 14_45_06.jpg,1e-06
J01_2018.06.23 13_45_56.jpg,1e-06
J01_2018.06.17 09_06_17.jpg,0.999999
J01_2018.06.28 13_49_39.jpg,0.999999
J01_2018.06.27 10_00_41.jpg,1e-06
J01_2018.06.25 15_16_41.jpg,0.999697
J01_2018.06.23 10_32_42.jpg,1e-06
J01_2018.06.27 15_16_37.jpg,1e-06
J01_2018.06.22 15_28_35.jpg,0.999999
J01_2018.06.25 15_19_09.jpg,1e-06
J01_2018.06.20 15_50_16.jpg,0.982825
J01_2018.06.19 15_32_01.jpg,1e-06
J01_2018.06.23 09_53_32.jpg,0.002013
J01_2018.06.25 14_31_48.jpg,1e-06
J01_2018.06.17 15_04_24.jpg,1e-06
J01_2018.06.25 14_57_50.jpg,1e-06
J01_2018.06.27 15_01_24.jpg,0.986865
J01_2018.06.20 14_35_22.jpg,0.999012
J01_2018.06.20 15_00_35.jpg,1e-06
J01_2018.06.26 14_10_19.jpg,1e-06
J01_2018.06.26 14_59_17.jpg,0.986349
J01_2018.06.22 08_51_14.jpg,0.871186
J01_2018.06.28 13_38_06.jpg,1e-06
J01_2018.06.28 14_32_46.jpg,1e-06
J01_2018.06.17 15_00_19.jpg,0.00615
J01_2018.06.16 09_38_47.jpg,1e-06
J01_2018.06.25 09_56_57.jpg,0.896131
J01_2018.06.16 10_01_14.jpg,0.04319
J01_2018.06.19 08_46_02.jpg,1e-06
J01_2018.06.20 08_58_29.jpg,1e-06
J01_2018.06.22 09_34_37.jpg,0.999098
J01_2018.06.25 08_48_24.jpg,1e-06
J01_2018.06.23 08_43_51.jpg,0.996427
J01_2018.06.26 08_43_20.jpg,0.997189
J01_2018.06.27 09_55_36.jpg,0.994205
J01_2018.06.26 13_59_52.jpg,1e-06
J01_2018.06.26 13_38_45.jpg,1e-06
J01_2018.06.17 09_21_10.jpg,1e-06
J01_2018.06.26 15_09_30.jpg,0.018679
J01_2018.06.25 13_28_01.jpg,0.99994
J01_2018.06.28 14_15_44.jpg,0.000815
J01_2018.06.13 14_19_08.jpg,1.7e-05
J01_2018.06.23 09_25_03.jpg,0.999999
J01_2018.06.22 14_15_27.jpg,0.041294
J01_2018.06.19 14_50_47.jpg,0.999999
J01_2018.06.19 14_57_04.jpg,0.999999
J01_2018.06.28 13_31_12.jpg,0.004347
J01_2018.06.23 09_03_30.jpg,0.000142
J01_2018.06.26 15_55_19.jpg,1e-06
J01_2018.06.28 15_51_35.jpg,1e-06
J01_2018.06.28 14_58_31.jpg,0.983594
J01_2018.06.25 13_38_35.jpg,0.999982
J01_2018.06.26 13_35_44.jpg,0.975909
J01_2018.06.26 14_03_16.jpg,1e-06
J01_2018.06.19 08_36_10.jpg,0.999999
J01_2018.06.26 14_43_38.jpg,1e-06
J01_2018.06.20 15_38_27.jpg,0.094905
J01_2018.06.17 14_27_55.jpg,0.999937
J01_2018.06.23 10_47_12.jpg,0.761278
J01_2018.06.27 09_57_56.jpg,0.002127
J01_2018.06.27 09_49_33.jpg,0.000167
J01_2018.06.25 15_27_30.jpg,0.999999
J01_2018.06.27 14_59_07.jpg,0.931223
J01_2018.06.28 14_34_18.jpg,1e-06
J01_2018.06.25 15_11_09.jpg,1e-06
J01_2018.06.27 10_20_25.jpg,1e-06
J01_2018.06.27 09_03_04.jpg,1e-06
J01_2018.06.27 10_11_40.jpg,1e-06
J01_2018.06.17 13_22_55.jpg,0.999999
J01_2018.06.16 10_01_34.jpg,1e-06
J01_2018.06.23 10_33_42.jpg,1e-06
J01_2018.06.28 15_52_02.jpg,1e-06
J01_2018.06.27 09_56_14.jpg,1e-06
J01_2018.06.23 10_24_35.jpg,1e-06
J01_2018.06.20 08_46_46.jpg,0.999981
J01_2018.06.25 14_42_51.jpg,0.000543
J01_2018.06.13 14_42_59.jpg,8e-06
J01_2018.06.17 15_53_56.jpg,1e-06
J01_2018.06.26 13_37_25.jpg,1e-06
J01_2018.06.25 13_40_50.jpg,1e-06
J01_2018.06.27 08_45_45.jpg,1e-06
J01_2018.06.26 09_42_19.jpg,0.999999
J01_2018.06.27 09_30_43.jpg,0.003938
J01_2018.06.26 14_18_21.jpg,0.998953
J01_2018.06.19 14_13_28.jpg,0.00244
J01_2018.06.26 14_59_33.jpg,1e-06
J01_2018.06.26 10_15_51.jpg,1e-06
J01_2018.06.17 09_58_16.jpg,0.999999
J01_2018.06.28 13_44_44.jpg,1e-06
J01_2018.06.26 09_13_22.jpg,0.999999
J01_2018.06.27 09_31_31.jpg,1e-06
J01_2018.06.22 14_06_53.jpg,0.999346
J01_2018.06.20 14_28_16.jpg,0.999642
